,count,hate_speech,offensive_language,neither,class,tweet
8166,3,0,3,0,1,bari hoe michel walk ugli beast sotu
8167,3,0,0,3,2,baseb without yank playof amp basketb without laker em
8168,3,0,0,3,2,baseb w birthday reason lol yank stadium yelp
8169,3,0,3,0,1,basic bitch chil face tear joy
8170,3,0,3,0,1,basic bitch amp lame niga lt
8171,3,0,3,0,1,basic bitch everywher
8173,3,0,2,1,1,basic nigah basic cloth
8174,3,0,2,1,1,basicali say pound belong us english gredi cunt
8175,3,0,2,1,1,basicali shrug rt wori ho loke like one god luck
8176,3,0,0,3,2,bath sphere suspend orb tub shi peopl bath design weird yet col
8177,3,0,3,0,1,bl gona go sob gay bird babi
8178,3,0,3,0,1,bc got mani bitch face tear joy face tear joy face tear joy
8180,3,0,3,0,1,dog bitch bt king ya quen x
8181,3,0,3,0,1,girl mind bitch atitud ladi clas
8182,3,0,0,3,2,fear wrath god countri mani mock christian embrac pervers abort bow pc multicultur
8183,3,1,2,0,1,mean rude litl sister kick as apli litl snoti bitch k thank
8184,3,1,2,0,1,backbon everi nica ned spine
8185,3,0,3,0,1,tripin cal hoe bitch know talk like dat voic
8186,3,0,0,3,2,bean yelow friday night brown gren leav curl frost freze bean size reduc top end shrink
8187,3,0,3,0,1,bear game today bitch mention lean bud train ride lol goday
8188,3,1,2,0,1,beat pusi like nemesi
8189,3,0,3,0,1,beat pusi wel shit stil hurt wek ago
8190,3,1,2,0,1,beat ya bitch pusi everi time se like buli send outa town wit coki
8191,3,0,0,3,2,beauti fairi eleg dres
8192,3,0,3,0,1,acept cale bitch everi time asert yesalwomen
8193,3,1,2,0,1,would rather wear hair long pierc fagot never go anywher life
8194,3,1,2,0,1,niguh mean pusi bomb
8195,3,0,3,0,1,local insur agenc custom alway bitch itakeshitfromnon clape hand
8196,3,0,3,0,1,idk stil tryna get bitch might be
8197,3,0,0,3,2,nobodi judg bird acount would even caus ripl ocean
8198,3,0,2,1,1,mesag send lgbtq resid state west virginia paradis quer peopl today major
8199,3,0,3,0,1,befin ova bitch trade ya clip pom pom
8200,3,0,1,2,2,huntin hard finali nail best wede kozi ever sen redneck
8201,3,1,2,0,1,tril nica sinc lil nica
8202,3,0,3,0,1,sinc solo crib fele kinda lone like hoe
8203,3,0,3,0,1,hope day tire bitch
8204,3,0,3,0,1,schole bitch sinc x reliev face
8205,3,0,3,0,1,slepe to much fuck ima enjoy start work job like hoe haha
8206,3,0,3,0,1,told lot peopl col hoe understand someon would like me
8207,3,0,3,0,1,ber bal pusi
8208,3,0,3,0,1,let pusi cut hair let grow
8209,3,0,3,0,1,madn singl bitch smirk face
8210,3,0,2,1,1,behind everi independ woman pack hate hoe
8211,3,0,3,0,1,girl suck deal period make us bitch shave leg daili basi wori eat
8212,3,0,3,0,1,hoe ai cute ij
8213,3,0,3,0,1,hoe cute in
8214,3,0,3,0,1,sober soul wasnt interest bitch im live spmg gl
8215,3,1,0,2,2,con x amaz quot
8217,3,0,3,0,1,singl text bitch late night almost wacker come home club drunk fuckin girlfriend
8219,3,0,3,0,1,believ heart card bitch
8220,3,0,3,0,1,believ hoe get bore awhil
8221,3,0,3,0,1,ben get ya pusi ben get ya head
8222,3,1,0,2,2,bengal kicker trash
8223,6,1,5,0,1,benzino bitch point blank period
8224,3,0,3,0,1,besid sister one two bitch alway catch with
8225,3,0,0,3,2,best behav kid ever momi comerci audit oreo mcfluri everybodi proudmom
8226,3,0,0,3,2,best luck tino noth bambino x martinez miami legaci save lol marlin yank redsox mlb
8227,3,0,1,2,2,best rider goe blaxican
8228,3,0,0,3,2,bet charli strong contact ridley
8229,3,1,0,2,2,bet want coki bergbrain mean like want cracker kinda biter today notcha stribpol mngop mnleg
8230,3,0,3,0,1,bet ai gone em tho slepe face face tear joy rt na omf twete face tear joy face tear joy face tear joy face tear joy face tear joy face tear joy amp know ha pusi wack
8231,3,0,3,0,1,beta ask round stret bitch bout jay
8232,3,1,2,0,1,beter kep ya shit n line nica
8233,3,0,3,0,1,beter nip shit bud earli
8234,3,0,3,0,1,beter play part bitch smart bitch cuz might chang heart
8235,3,0,3,0,1,constant twegram bad bitch play atent stupid caption pic instagram lost me
8236,3,2,1,0,0,trend vine act like women like niga could wait fagot
8237,3,1,2,0,1,beyonc hipster bitch wit hip day
8238,6,1,4,1,1,big g day frebosi nica lol
8239,3,0,1,2,2,big red fat squaw lol hubi funi insidejok
8240,3,0,0,3,2,big squawk q dfl dump ryan quot uncl tom quot winkler go hapen berg bleat mngop proud stribpol mnleg
8241,3,0,0,3,2,big bird hold pres conf claim quot care leter f quot
8242,3,0,3,0,1,big bitch like im thick yea bitch atound midsect
8243,3,0,3,0,1,big black bitch argu
8244,6,0,6,0,1,big bob as as big bob big bob big as ugli face big bob big as preti face hoe
8245,3,0,3,0,1,big bro mose tri slide hoe dm is
8246,3,1,2,0,1,big grenmil twetin as nica
8247,3,0,3,0,1,big hair bitch gt gt gt gt gt gt gt gt gt gt
8248,3,0,3,0,1,big moe rn like hoe haha yuh
8249,3,0,0,3,2,big night basketb hosier iub big pacer nba indiana hosierst paulgeorg codyzel
8250,3,0,3,0,1,big ol pusi harington block again
8251,3,0,3,0,1,big thick preti bitch
8252,3,0,3,0,1,bigest both ever sen lastnight bitch leopard print jumper lok like weight leopard
8253,6,0,6,0,1,bigi alway flyest cunt rap bigi
8254,3,1,0,2,2,bigot demand recount idaho gay right ordin referendum tcot teaparti teabag lgbt
8255,3,0,2,1,1,bij vrag wat nam van de engel des dod dacht erst robert ik israel uhm iet met gargamel hoe het die kat ok al wer oja azrael
8256,3,0,3,0,1,biker gang loke as bitch titi tat foh son anarchi
8257,3,0,2,1,1,bil cosbi steal pusi
8258,3,1,2,0,1,bil romanowski stil cunt saw one come
8259,3,2,1,0,0,bil smith ds mtv odb lgbtq ma nfl aflcio bitch pick one fuck hate know proud shit
8260,3,0,3,0,1,birthday today bitch gota work
8261,3,0,3,0,1,bitch want number back yo pusi mustard oh yeah fuck dat bitch trust dro
8262,3,0,3,0,1,bitch eat ya pusi day long got life
8263,3,0,3,0,1,bitch man right said bitch man forget smirk face
8264,3,1,2,0,1,bitch ai u lawyer u thank eri bodi stfu kil dat bitch to
8265,3,1,2,0,1,bitch fuck r u speak fuck fel like stop pusi as niga box fuck up
8266,3,2,1,0,0,bitch as niga hate black women uncl tom bitch punk
8267,3,0,3,0,1,bitch as peopl first cal someon quot bitch quot
8268,6,0,5,1,1,bitch bitch bitch
8269,3,1,2,0,1,bitch talk yo shit say paper bitch trina get rais hand face tear joy loud cri face straight fag bitch foe dat scari as hoe
8270,6,2,4,0,1,bitch duck whore as slut cunt ha biden guci tho whatev nigea
8271,3,2,1,0,0,bitch fuck yo niga pusi
8272,3,0,3,0,1,bitch fuk wat hater gota say brick ent ya bitch
8273,3,0,3,0,1,bitch redbok acount selfi ad like bitch trick wana se yo face
8274,3,0,3,0,1,bitch would eat yah pusi wit anoth niga tongu
8275,3,0,3,0,1,bitch suck dick tri give sugar bitch get out
8276,3,1,2,0,1,bitch kila gone dace bitch cdfu
8277,3,0,3,0,1,bitch nica talmbout mf peat df x ai da laker
8278,3,1,2,0,1,bitch shutcho got damn mouf hoe rt malet ai gon help yo funki as texan
8279,3,0,3,0,1,bitch frontin bitch frontin lol
8280,3,2,1,0,0,bitch ugliest cunt ever
8281,3,0,3,0,1,bitch may milion dolar bodi got dolar menu face four piec nuget pusi ai worth shit
8282,3,0,3,0,1,bitch ah babi amp like quot claim child quot bitch god amp godamn wel ai nobodi claim creatur alien face tear joy
8283,3,0,3,0,1,bitch ai shit hoe trick
8284,3,0,3,0,1,bitch alway like got hoe like duh tryna make one em face tear joy face tear joy nbs
8285,3,0,3,0,1,bitch alway think somebodi want litl cochi lol chile dont exist nomor iont want yal hoe
8286,3,0,3,0,1,bitch th grade talk quot bae quot bitch ya credit at
8287,3,0,3,0,1,bitch hapi burger king polo tropic lunch break work act like diner new nigaz gota upscal
8288,3,2,1,0,0,bitch niga want anoth niga wcw bitch work like that
8289,3,1,2,0,1,bitch fele much like live bitch
8290,3,0,3,0,1,bitch like quot kep calm singl quot first bitch nobodi hype
8291,3,1,2,0,1,bitch like quot new avi gt gt quot like bitch new avi ugli old avi ugli bitch ugli
8292,3,0,3,0,1,bitch like want someth real like want bitch real hair alway get want lol
8293,3,1,2,0,1,bitch like im nt befe nigah smh
8294,3,0,3,0,1,bitch like niga ai shit naw bitch mayb ai shit
8295,3,0,3,0,1,bitch mad mane niga getin snatch whore yah pusi proli wack ctfu
8296,3,1,2,0,1,bitch scream fuck niga get mad anoth bitch fuck niga confus face
8297,6,1,5,0,1,bitch sound damnear retard tbh video face tear joy face tear joy face tear joy nbs
8298,3,1,2,0,1,bitch tambout quot parti quot bitch everybodi parti
8299,3,1,2,0,1,bitch tri squash bef wen find pregnant hoe dont give fuck
8300,3,0,3,0,1,bitch watch bitch page that right bitch team work clape hand clape hand clape hand
8301,3,0,3,0,1,bitch wear extens fake eye lash make talkin bout bad bitch bitch bad creat player
8302,3,0,3,0,1,bitch bitch bitch
8303,3,0,3,0,1,bitch fuck bitch dead
8304,3,0,3,0,1,bitch cheat bitch so hurt bitch cheat back
8305,3,1,2,0,1,bitch complain babi dadi shit bitch knew shit kep babi chose rais hand face tear joy
8306,3,0,3,0,1,bitch corni save number shit hate hoe
8307,3,0,3,0,1,bitch even go fun anymor go twet function take pic wit bitch
8308,3,0,3,0,1,bitch dont wan fxck bitch wana fxck bitch
8309,3,1,2,0,1,bitch get twiter turn saint like hoe shit kil niga
8310,3,0,3,0,1,bitch know bitch bitch
8311,3,0,3,0,1,bitch love befe niga alway bitch face
8312,3,0,2,1,1,bitch make hapi rt materi object make bitch hapi iphon
8313,3,0,3,0,1,bitch bout da lil flexin shit snapchat money bag money bag money bag money bag money bag face tear joy bitch pleas
8314,6,1,5,0,1,bitch rather peti hoe instead post bail ah reali fck em psa
8315,6,2,4,0,1,bitch stupid yal know bouta start pope bitch
8316,3,0,3,0,1,bitch swear pusi best ai not
8317,3,0,3,0,1,bitch talmbout limber got bitch limbo
8318,3,0,3,0,1,bitch think slick mater hard tri hide stil tel hoe not
8319,3,0,3,0,1,bitch bitch
8320,3,0,3,0,1,bitch bitch
8321,3,0,3,0,1,bitch kid retard
8322,3,0,3,0,1,bitch trash pusi alway want unprotect sex
8323,3,0,3,0,1,bitch bitch bitch
8324,3,1,2,0,1,bite bitch chew foter
8325,3,0,3,0,1,bitzi probabl pope percocet drink meli sem like kind tril ol x bitch scandalabc
8326,3,0,0,3,2,bjergsen made ful rune page ful red quint mean red blue yelow quint as
8327,3,0,3,0,1,blac chyna as threw first wop side chek pierc trashi hel
8328,3,0,3,0,1,black dynamit face tear joy face tear joy face tear joy face tear joy face tear joy face tear joy quot hoe gone dick harder slaveri quot wal slide
8329,3,1,2,0,1,black bitch boister beliger bufalo aliterationtuesday damnismartalofasuden
8330,3,3,0,0,0,black bitch kickin schol bitch stil comin wit durag stil head nd shit
8331,3,3,0,0,0,black cop want kil white citizen spic cop want kil anglo citizen zigeun cop rapist
8332,6,2,1,3,2,black guy clas atempt throw paper bal trash mise mrs mundi quot disgrac race marcus quot face tear joy face tear joy face tear joy
8333,3,3,0,0,0,black peopl like disgust laugh someon die dumb monkey as niga like ned lock stupid
8334,3,0,3,0,1,black twiter ned get paul georg dick impregn striper wiz tyga kany turn hoe housewif
8335,3,0,3,0,1,blah blah idgaf bout crazi as bitch
8336,3,0,3,0,1,blah blah blah blah sound bitch talk unamus face slepe face
8337,3,0,3,0,1,blah honesti ned pusi it
8338,3,0,2,1,1,blat trash twiter said god
8340,3,0,3,0,1,block fuzi but smile face smile eye ignor low life creatur quot
8341,3,0,3,0,1,blond bitch wit blue eye like buter spread
8342,3,1,2,0,1,blod niga dion retard
8343,3,0,3,0,1,blow pusi like husein bitch lok crazi like sane
8344,3,0,3,0,1,blow mind guy model type girl cheat gheto hoe
8345,3,1,2,0,1,blunt head fuck fed eat pusi til tongu red
8346,3,0,2,1,1,boat n hoe boat n hoe gota boat n hoe
8347,9,1,8,0,1,bobi bitch
8348,3,0,3,0,1,bobi bitch drope five minut though let sink rais hand rais hand
8349,3,0,3,0,1,bobi bitch gt hot niga
8350,3,0,2,1,1,bobi bitch dickhead top bobi shmurda song hot niga
8351,3,0,3,0,1,bobi stole black gabi pedro kept gheto lifemad
8352,3,0,3,0,1,bomb hous fuck bitch hail al qaeda
8353,3,0,3,0,1,bond hoe money bourn kick as gadget hawk alway let bitch die
8354,6,0,6,0,1,boney as bitch fart mini basketb face tear joy
8355,3,0,3,0,1,bosi ran hoe
8356,3,0,2,1,1,bozer trash
8357,3,0,3,0,1,bore hoe auditorium loud cri face pistol hmu
8358,3,0,3,0,1,bore hoe listen fuck as adult lectur us with
8359,3,0,3,0,1,bos as bitch remix face tear joy face tear joy loud cri face
8360,3,0,3,0,1,bosd old hoe
8361,3,0,0,3,2,boston jihadi nest student arm muslim brotherhod joe america via
8362,3,0,3,0,1,old lol rt u havin bitch deck sex new joint everi time
8363,3,0,3,0,1,bitch drive rang rover
8364,3,0,3,0,1,hoe loser ned hit gym
8365,3,0,2,1,1,trash gue got tire chalmer trash start rt chalmer lose job nori cole lmfao
8366,3,0,3,0,1,x pusi son beat it
8367,3,0,3,0,1,bought bitch mozarela stick bitch love mozarela stick
8368,3,0,3,0,1,bought bitch breakfast gete kise chek non stop lol check literali min tho
8369,3,0,0,3,2,bought lp manchest wek idea colour vinyl man steal vinylgasm machin
8370,3,0,3,0,1,bout tht time hoe getin dick down
8372,3,1,2,0,1,bout bust bitch wide open wast money
8373,3,0,3,0,1,bout dub dis bitch
8374,3,0,3,0,1,bout get breast reduct bitch way unamus face
8375,6,0,0,6,2,bout make browni few
8376,3,0,3,0,1,bout put hoe backpag tri pimp hand smile face sunglas wave hand anger symbol
8377,3,0,2,1,1,bout smoke n dis bitch polut
8378,3,0,3,0,1,bout unfolow bitch folow curent folow new bitch ned chang life fel like god start
8379,3,0,3,0,1,bouta rasengan stupid bitch
8380,3,0,3,0,1,bow bitch bow bitch
8381,3,0,3,0,1,bowl gren campus lok old fuck like state penitentiari old lot bitch gue count lot
8382,3,0,3,0,1,boy yo bitch lame dont nobodi know you
8383,3,2,1,0,0,boy yung thug fag
8384,3,0,3,0,1,boy bitch stil ai got proper amount slep face tear joy loud cri face rais hand weari face
8385,3,0,3,0,1,boy damn jit got as bitch slape da court yard comin th period face tear joy face tear joy face tear joy yeln n shit
8386,3,1,2,0,1,boy downlow nica asham
8387,3,1,2,0,1,boy gota turn niki song way volum kuz trash as fat lawd smile face heart eye smile face heart eye smile face heart eye rais hand rais hand rais hand
8388,3,0,3,0,1,boy face tear joy face tear joy face tear joy rt hoe sete failur shit funi slep tho smile face sunglas smile face sunglas face tear joy face tear joy
8389,3,0,3,0,1,boyfriend brother drop pick bitch fast fod job long promis fre meal
8390,3,0,3,0,1,boy dont wana sem like bitch that dont expr fele like us femal do
8391,3,0,3,0,1,boy want bad bitch dumi men want strong women respect suport grind handl her
8392,3,0,3,0,1,boy bitch pusi tast lil mama spagheti would b hapi bitch
8393,3,0,3,0,1,brackin da biti bolin wit sum bitch straight bledin
8394,3,0,2,1,1,brad pit older charli shen fuck
8395,3,2,1,0,0,bradi heard yal say wash wash leagu hoe as niga
8396,3,0,3,0,1,brag bout hoe proli get pusi
8397,3,0,3,0,1,brag hoe hitin ask pic show sori as femal laugh
8398,3,0,1,2,2,brandon jene trash
8399,3,0,3,0,1,break shit fuck law gr fuck shit punch bitch
8400,3,0,0,3,2,breakfast fri chicken jerk chicken tater tot white rice nd pres yelow rice nd bean mac nd chese
8401,3,0,1,2,2,breakfast champion shrimp lobster bal sanduski french fri nd nice big quahog clam for
8402,3,0,3,0,1,break news ur litl bitch
8403,6,0,6,0,1,break yo bitch like kitkat niga
8404,3,0,3,0,1,breakup anthem polic car light polic car light polic car light quot threw shid leme fal back pick side hoe cuz stay contact quot smile face sunglas
8405,3,0,3,0,1,brezi gota slep hoe
8406,3,0,3,0,1,briahna told best advic ever gave quot aint noth cut dat bitch quot lmao
8407,3,0,3,0,1,brie said quot togeth sinc born quot guy twin duh bitch omg wrote script belatwin
8408,3,0,0,3,2,briliant job limp back pit without caus yelow wish ned though plm
8409,6,2,4,0,1,bring nigah icecream
8410,3,1,2,0,1,bring anoth bitch real niga
8411,3,0,3,0,1,brit atitud reason bitch mad breakfast face tear joy face tear joy
8412,3,0,3,0,1,bro bore hoe rt
8413,3,2,1,0,0,bro everybodi ho fuck favorit color mango red ho charg phone way ho smh
8414,3,0,3,0,1,bro fuck x bitch think ok
8415,3,0,3,0,1,bro hoe bro girlfriend
8416,3,0,3,0,1,bro hoe bro girlfriend
8417,3,0,3,0,1,broke bitch like oh got mon ney
8418,3,1,2,0,1,broke bitch make sick
8419,3,0,3,0,1,broke bitch tl
8420,3,0,3,0,1,broke bitch talk shit one stunt smile face sunglas
8421,3,0,3,0,1,broke bitch talk shit bitch stunt rais fist
8422,3,0,3,0,1,broke hoe alway wana argu u ai ate day u get energi face tear joy face tear joy
8423,3,1,2,0,1,broke pusi boy deion record
8424,3,0,2,1,1,broner would stil knock half u nica out
8425,3,0,3,0,1,bro chines sound god hoe rn moma make carn con chile gue guci smirk face ok hand
8426,3,0,2,1,1,bro wingstop went so clutch straight ran hoe
8427,3,0,0,3,2,brown color eye color
8428,3,0,1,2,2,browni browni browni
8429,6,0,0,6,2,brown redskin consid nfl team
8430,3,0,3,0,1,br hoe dichter bij het sint gebeuren hoe racistisch de drek op twiter en het komt nagenoeg alen van de prozwartepieten hoek engvolk
8431,3,0,3,0,1,bruh readi get four wheler bitch fast asf
8432,6,2,4,0,1,bruh rt def want cal l rock niger last rt lmao
8433,3,0,3,0,1,bruh bitch wear hel club outfit schol shit weari face face tear joy skul
8434,3,0,2,1,1,bruh leav coin con
8435,3,0,3,0,1,bruh nigah alway fal aslep unamus face expresionl face
8436,3,0,3,0,1,bruh went hard bitch deserv pimp year
8437,3,0,3,0,1,bruh sasuk sakura daughter gona bad uchiha bitch
8438,3,0,3,0,1,bruh pt jaxon kile hoe last night slep
8439,6,0,1,5,2,bruh so trash
8440,3,0,3,0,1,bruh hoe as law fuck fun pensiv face pensiv face
8441,3,0,3,0,1,bruis ankl bitch
8442,3,0,3,0,1,brutus loke girl gete elev walk difer one bitch u come u u come in
8443,3,0,3,0,1,bryant must think cute go w stupid as friend leav watch get back oncom fist colis oncom fist anger symbol oncom fist sparkl lil bitch
8444,3,0,3,0,1,bsd bitch make clap
8445,3,0,3,0,1,bt bitch amp amp nigah alway hand out
8446,6,0,6,0,1,bt dubz ur best pal bitch u quit often stoplivingafuckingli hatredisincreas
8447,3,1,2,0,1,budi fruit brandon said dirti as con
8448,3,1,2,0,1,budi drug whole train lmao god extra as hoe
8449,3,1,2,0,1,budi slape rent stres mesi bitch done told u hoe bout new york niga amp temper trainvideo
8450,3,0,3,0,1,build bear lt lt lt lt build bitch
8451,3,0,3,0,1,bul color scheme dul stupid bitch duke wear bold pastel color bul make sens
8452,3,1,2,0,1,bulet stick niguh damn liver
8453,3,2,1,0,0,bulet niguh tru jean
8454,3,0,3,0,1,buli law pusi
8455,3,0,3,0,1,bum as hoe
8456,3,0,3,0,1,bum bitch even type
8457,3,1,2,0,1,bumos duck insult like scare white pusi
8458,3,2,1,0,0,bump bitch file sexual haras work co worker aint shok life
8459,3,0,3,0,1,bumpin niga niga rick ros b f hoe go hard high outsid enjoy weather
8460,3,1,2,0,1,bunch hurt niga amp bitch ig timelin tonight muhfucka lame hel b
8461,3,2,1,0,0,burn bitch
8462,3,1,0,2,2,burnat yank thatch rof cotag astro
8463,3,1,0,2,2,burito trash
8464,3,0,3,0,1,busin bitch gwale x gwala
8465,3,0,3,0,1,busi rt avi pusi popin handstand
8466,3,1,2,0,1,bust nica head smack ho shot club face tear joy speaker high volum speaker high volum woman danc woman danc woman danc
8467,3,0,3,0,1,bust nica head smack hoe shot club face tear joy rt do
8468,3,0,3,0,1,bust dat bitch face want son
8469,3,0,3,0,1,bust lip play bal enjoy pusi delici mango
8470,3,0,2,1,1,carl bitch smile face sunglas
8471,3,0,0,3,2,calin da race card ai color podcast dare
8472,3,0,3,0,1,buy tomorow go hard hoe
8473,3,0,3,0,1,get smoke unl bitch strugl girl actual great thing
8475,3,0,3,0,1,hoe disapoint face
8476,3,0,3,0,1,cale bitch yeah ok cale return cal especiali ai girl
8477,3,2,1,0,0,atleast let know ur fagot u kep type twiter secret
8478,3,0,3,0,1,bitch gon shave wax pusi bles foh
8479,6,0,5,1,1,bitch crazi would jail sure
8480,3,0,3,0,1,bitch mad mf know amp gete hundr point
8481,3,0,3,0,1,knew bitch beter oncom fist
8483,3,0,3,0,1,one cal pusi injuri
8484,3,0,3,0,1,pretier amber rt pusi preti
8485,3,0,1,2,2,rich light skin con expect
8486,3,0,3,0,1,bad bad bitch make late it
8487,3,0,3,0,1,shade shit bitch rt yourwifecantread
8488,3,0,3,0,1,hoe idk that
8489,3,0,3,0,1,stay gon bitch
8491,3,0,3,0,1,talk twiter bc pusi real life
8492,3,0,3,0,1,emot shit absolut bird
8493,3,0,3,0,1,person tipe hand talk speaker high volum next bitch flex flex bicep index point done rais hand thumb fold hand
8494,3,0,3,0,1,bitch folow even like u
8495,3,0,3,0,1,schol alway prom friday th like fredi vs jason shit even tho bitch gona lok slepi face
8496,3,1,2,0,1,yal niga wana cal women hoe leav niga apreci fuck lil niga
8497,3,1,2,0,1,bird as niga gete feather rufl shok ai thing half way crok
8498,6,0,5,1,1,tel broke bitch nothin face tear joy face tear joy face tear joy frog face hot beverag
8499,3,0,3,0,1,love wana nobodi els blah blah bulshit fa bird
8500,3,0,3,0,1,nvm se men disrespect women cale ofens name like quot bitch quot quot hoe quot quot slut quot quot femal quot smh
8501,3,1,2,0,1,butler unchain review short version whitey suck potentiali posit film simpli anti white agitprop
8502,3,0,3,0,1,buter get hoe
8503,3,1,2,0,1,bye bitch
8504,3,0,0,3,2,bye bye charli strong
8505,3,0,3,0,1,bytch infant hel bitch talk bout much rememb bout pac die
8506,3,1,0,2,2,cair publish hit list jihadi via red blode american may list
8507,3,0,2,1,1,cebro corpor hoe
8508,3,0,3,0,1,cleari diz princ iz bad bitch
8509,4,1,3,0,1,cnt nobodi mad chose mad bitch niga hay
8510,3,0,2,1,1,come tnd atroc start folow lost caus auramea night vers norma jean let fil bitch
8511,3,0,3,0,1,caleb ned stop litl bitch
8512,3,0,3,0,1,caleb dick hana bitch hate slepi face pout face pout face pout face
8513,3,0,1,2,2,california gang california trash
8514,3,2,0,1,0,california home skater trash
8515,3,0,3,0,1,cal hoe hoe rat rat
8516,3,1,2,0,1,cal negro
8517,3,0,3,0,1,cal dat bitch
8518,3,0,3,0,1,cal dumb bitch ion even know wtf quot ebola quot rais hand face tear joy
8519,3,1,2,0,1,cal fag love peopl turn head lok car drive caus head slumpin bitch love it
8520,3,0,2,1,1,cal gheto want walk clas bonet hair
8521,3,0,3,0,1,cal duti bitch
8522,3,1,2,0,1,cal grow live long sori parent por skil got old bitch quot
8523,6,0,6,0,1,cale edi hoe mistak doe lol
8524,3,0,3,0,1,cale earli night heartach bitch broken
8525,3,0,0,3,2,cale teabag conserv bs via
8526,6,0,6,0,1,cale nasti hoe mrs wel real face tear joy face tear joy face tear joy
8527,3,0,3,0,1,cam newton litl girl like grow quit actin like bitch
8528,3,0,3,0,1,cam newton pusi ned grow learn hotshot more
8529,3,0,3,0,1,came home found cat slepe pilow c love nigah
8530,3,0,3,0,1,camo day catch schol huntin x basic bitch
8531,3,2,1,0,0,fagot honeybobo imagin internet world creat trap fed alah like gazel stephenk
8532,3,0,0,3,2,charli crist pul one rick scot wel pul one floridaprimari dem tonit tpot elect
8533,3,0,3,0,1,dick sherman get caught blow trani hoker time son pleas prefer pete carol
8534,3,0,3,0,1,bring anoth bitch thresom nah
8535,3,0,3,0,1,bring anoth bitch nah
8536,3,1,2,0,1,bring anoth bitch nah
8537,3,0,1,2,2,doubl stuf oreo
8538,3,0,3,0,1,get god neck dis hoe
8539,3,0,3,0,1,bad bitch without flaw come met without drawer
8540,3,0,3,0,1,bad bitch without flaw
8541,3,0,3,0,1,pay stop lil bitch gah damn shut fuck up
8542,3,0,3,0,1,sit face sit hot stove bitch
8543,3,0,3,0,1,bring anoth bitch nah
8544,3,0,3,0,1,schol pleas fuckin remov random as trash can midl halway alway fuckin run into
8545,3,0,3,0,1,never folow bitch bio lok like this
8546,3,0,3,0,1,reali hold phone convo hous trash as servic
8547,3,0,3,0,1,someon beat justin beiber as litl pusi
8548,3,0,0,3,2,someon get chese cracker
8549,6,0,0,6,2,someon pleas explain bird angri amp destroy pig x home
8550,3,0,3,0,1,someon treat grub broke bitch here
8551,3,0,3,0,1,bird shut fuck up
8552,3,0,3,0,1,bitch alreadi updat unamus face
8553,3,0,3,0,1,bitch huri inedmyeigth
8554,3,1,2,0,1,bitch sit fuck shut fuck up
8555,3,0,3,0,1,u say hoe hoe hoe ew nasti mean daili spare detail lol
8556,3,0,1,2,2,bomb selfi monkey timelin
8557,3,0,0,3,2,revisit idea two team play would like se game everi amp then
8558,6,0,5,1,1,catch box hoe
8559,3,0,3,0,1,catch box hoe
8560,3,0,3,0,1,imagin tryn yo hardest stop bitch frm slutin stil comin unsuces
8561,6,0,6,0,1,let stretch pusi nah
8562,3,0,2,1,1,let stretch pusi nah
8563,6,1,5,0,1,reali take dick nah bring anoth bitch nah
8564,3,2,1,0,0,wait humbl niga playof god job hoe
8565,3,0,3,0,1,major niga minor hoe
8566,3,0,0,3,2,mani thing wors cop interupt frigin yank game stil go on
8567,3,0,0,3,2,beat score flapi bird givingup
8568,3,0,3,0,1,even slep fuck car mother fucker drive like retard pump break hard
8569,3,0,0,3,2,find bc powder chug children advil
8570,3,0,3,0,1,fuck wit bitch ugli friend
8571,3,1,2,0,1,fuck con as girl bruh
8572,3,0,3,0,1,fuck bitch it
8573,3,1,2,0,1,get money sili hoe
8574,3,0,3,0,1,get pusi kirk franklin idc long ya
8575,3,0,3,0,1,bitch futur goal love kid parent first deal you
8576,3,0,3,0,1,kep bitch col caus money stil around
8577,3,0,3,0,1,kep shalow bitch ya pocket ai dep
8578,3,0,3,0,1,let nobodi play gta bitch like use ya amo n getin ya dude kilt cop
8579,3,0,3,0,1,neva sucka bitch ai me
8580,3,0,3,0,1,hoe fixmylif
8581,3,0,3,0,1,save hoe
8582,3,0,3,0,1,stand bitch alway fel ned somethin sit as home bore ai gota hoe time
8583,6,1,5,0,1,stand niga curv boy hoe
8584,3,0,3,0,1,stand sob as bitch
8585,3,2,1,0,0,stand bitch as niga
8586,3,0,3,0,1,stand gheto ratchet as mofo thumb unamus face
8587,3,2,1,0,0,stand asian dude fagot give atitud caus almost forgot water fuck u fagot stage
8588,3,3,0,0,0,stand fagot
8589,3,0,0,3,2,stand yank jeter hite home run final bat nyc would col gete bean would beter
8590,3,0,3,0,1,stand se femal get relationship amp day later quot talk quot anoth guy hoe gona hoe smh
8591,3,0,0,3,2,stop eat graham cracker
8592,6,4,2,0,0,take u con nowher amp mean nowher
8593,3,0,0,3,2,tel mexico impres brazil trash today
8594,3,0,3,0,1,tel shit cuz ion care bitch
8595,4,0,3,1,1,trust everi face bitch gota watch em x
8596,3,1,2,0,1,trust bitch niga either
8597,3,0,3,0,1,trust hoe say hoe mean dude to
8598,3,1,2,0,1,turn hoe hous wife fact
8599,9,0,3,6,2,wait til get ful apetit back ate half gheto sandwich letuc noth
8600,3,0,3,0,1,wait til bitch get woman danc
8601,3,0,3,0,1,wait put payment bitch
8602,3,0,3,0,1,wait se bitch dutch
8603,3,0,3,0,1,wori bout bitch ai wori bout me
